ID,Recency,Frequency,Monetary
00042666,10.19364,-17.164856,21223.104
00042856,3.9870827,-21.43568,2037.4987
00042949,4.7635098,-23.10182,2752.7559
00043113,5.82318,-20.461746,4481.868
00043342,4.371926,-23.646786,4858.777
00043359,2.9907045,-21.566092,3611.5237
00043462,9.959524,-18.007204,21707.59
00043854,4.0931597,-25.365143,8959.117
00043861,5.056033,-23.320818,3462.2673
00043915,4.4978375,-21.150461,1739.4836
00044363,5.6486197,-22.917057,9328.905
00045308,8.071441,-17.381649,6497.9585
00045366,9.685853,-16.257605,13463.188
00045506,9.511406,-16.144846,7846.106
00045611,5.228163,-23.226496,3240.831
00045956,10.827988,-15.56259,11100.1875
00046145,7.3965116,-18.557959,6107.245
00046466,7.8076844,-19.387716,7387.76
00046855,4.6108756,-23.75741,3193.6428
00046916,6.374477,-24.45338,18701.57
00046992,4.834633,-25.741987,7755.355
00046066,10.093397,-14.198393,8092.751
00046241,10.086239,-15.741552,8931.004
00046340,10.2554655,-16.10234,8475.143
00046548,4.804739,-24.25347,5761.351
00046814,8.31699,-19.77643,7532.6836
00048101,8.833748,-16.549889,4655.275
00048149,9.327372,-15.548691,8680.428
00048216,8.020448,-18.576456,14922.261
00048286,4.638876,-24.008057,2155.5737
00048491,10.929109,-17.011934,11968.422
00048590,10.804035,-18.772215,19401.61
00048668,11.295962,-15.032644,10322.467
00048866,7.1348867,-22.218203,8807.666
00048910,5.6602526,-24.179102,3392.595
00049061,4.345184,-24.516186,2824.7305
00049108,5.8029695,-20.662752,4485.112
00049122,9.6508255,-16.675705,13546.787
00049596,4.3205104,-25.222597,2609.8948
00050081,3.4682195,-23.412949,7063.08
00050111,3.9575431,-20.270748,3128.8474
00050821,4.490931,-20.158121,2940.7336
00050920,9.943917,-16.53418,14622.264
00050982,8.739287,-17.085901,7645.3945
00051346,4.1190968,-23.43994,5010.387
00054249,9.588246,-15.534103,12189.985
00054362,3.666589,-25.530882,9993.116
00055130,7.635634,-18.56617,5268.2114
00056595,8.958734,-18.907051,11292.096
00056601,9.268416,-18.17574,9733.424
00056915,4.6728816,-23.401073,4641.1655
00056922,6.590562,-22.677292,8582.745
00056028,3.5241663,-23.58507,3565.8513
00056486,9.630744,-17.5477,11400.866
00056509,4.0599213,-25.258379,10057.956
00056615,4.4198594,-22.729115,3064.2437
00056606,3.9924269,-21.06361,1389.1163
00056638,8.415494,-19.242287,8699.314
00056851,10.959887,-16.252245,9434.967
00058536,6.3446846,-21.822418,4949.4395
00058568,3.5375376,-23.559027,3852.5903
00058698,5.1937985,-24.230057,4773.8813
00058659,10.425088,-17.257782,14747.004
00059138,10.516805,-14.001419,9333.925
00059398,8.778817,-18.837103,11238.837
00059992,3.5689213,-23.394804,5758.5527
00060554,7.9140296,-19.229162,14192.752
00061604,9.8816185,-16.083576,9686.922
00061628,3.5516648,-19.398819,2976.296
00063326,5.172509,-22.03896,3550.313
00065245,8.369778,-17.571426,7611.0225
00066259,5.724056,-21.769667,10211.164
00066594,5.2752905,-25.206955,13082.192
00066662,4.816024,-24.277842,5263.3447
00066661,4.4576488,-24.029985,6636.343
00066566,9.865257,-17.32757,12080.908
00068024,2.833485,-23.394812,7820.7236
00068069,7.2735586,-19.196665,11518.979
00068543,3.7413821,-24.500298,8127.114
00068604,4.5839677,-25.18072,7751.1147
00069136,7.141859,-20.84066,18933.215
00069953,4.762502,-23.111794,3160.7725
00060560,3.5527635,-20.812836,6787.236
00060584,8.478314,-17.940527,14030.324
00060606,4.9440637,-21.508547,3621.8425
00060805,9.072317,-16.744118,7631.754
00060928,9.683615,-16.358875,10668.721
00061093,7.826423,-20.61677,31317.94
00061168,8.744036,-15.785431,7663.1416
00061284,8.316066,-17.675829,9366.866
00062045,4.908443,-22.191994,8985.385
00062892,4.75044,-23.325424,5772.0186
00063011,-0.23116143,-34.51354,39392.484
00064353,9.647944,-16.525314,11363.71
00064445,9.649445,-16.32826,9031.668
00064568,3.3283699,-20.820192,2883.2627
00064611,9.50853,-18.127028,14940.437
00064696,8.514981,-18.06567,7959.2905
00064902,4.1834416,-19.873356,3984.0947
00065008,8.470212,-16.793379,14531.682
00065265,9.773224,-15.89707,9650.425
00065305,10.042265,-15.069988,8045.1123
00065459,4.463316,-23.692621,3537.174
00065602,9.730784,-17.22469,11017.1455
00065954,10.029513,-16.692669,9955.719
00066043,2.773532,-23.524473,9509.976
00066180,4.8591013,-23.64258,3579.3816
00066623,4.288162,-23.377968,6932.619
00066654,4.798127,-23.537392,4346.5034
00080842,5.591545,-22.215532,10186.122
00081108,5.9945188,-20.314661,6967.026
00081252,8.977099,-16.63573,6959.932
00081269,9.200887,-15.652018,8379.173
00081365,4.6616464,-22.31456,3228.1287
00081412,9.152834,-17.485136,15248.797
00081924,4.639505,-22.144508,6832.7764
00082228,1.353589,-30.528772,27701.447
00082389,4.176978,-21.98118,1847.3397
00082990,9.498523,-17.741604,13755.726
00083010,3.2109818,-22.748829,10801.833
00083102,2.5558171,-26.496445,18594.943
00083140,7.155788,-19.654531,7431.2886
00083638,4.349633,-23.531103,6676.0522
00085136,8.329406,-17.812948,14275.186
00085168,4.3396854,-23.158731,2881.1147
00085229,5.6643696,-21.051012,3496.8105
00086240,9.152992,-17.541893,8316.629
00086400,4.818046,-24.792,9635.456
00086882,5.173987,-21.79151,1509.3958
00086981,4.3593473,-22.728975,6273.5464
00086001,3.9914968,-22.532415,6500.771
00086018,6.480353,-19.543362,5216.431
00086049,2.6502671,-26.45259,12616.324
00086162,8.274803,-19.271826,14373.289
00088008,3.5489976,-22.586054,4508.604
00088039,6.018804,-20.233116,2725.3572
00088183,5.1004295,-23.85177,5602.087
00088343,5.199466,-23.48044,2822.2905
00088435,9.123431,-17.618858,7714.572
00088541,6.429581,-23.086794,7869.4956
00088848,10.536063,-16.396133,11059.446
00089203,9.950856,-15.705196,7353.3306
00089639,4.626393,-25.56528,8353.039
00090629,9.927019,-16.424992,12201.099
00090643,5.247657,-22.026094,4992.49
00091206,7.383192,-18.864922,12120.446
00091343,7.7527013,-19.74916,16770.324
00092043,4.290568,-24.486057,18206.531
00095906,9.557314,-17.85473,15460.866
00096093,6.6206837,-20.7469,5833.96
00098946,8.508107,-20.834072,16221.64
00099621,4.133558,-22.525265,7530.5054
00099690,10.076998,-18.524866,11117.241
00100021,10.188188,-14.058702,12264.756
00100465,5.4898663,-21.76667,5450.382
00100588,11.332237,-13.411833,10342.886
00100861,9.96881,-19.626995,31560.72
00100960,10.278777,-15.217167,8891.392
00101042,2.347063,-25.905876,11283.558
00101981,11.26651,-15.026188,14991.974
00101998,8.614896,-17.58046,9379.224
00102032,3.8799694,-24.000412,9266.19
00102100,8.972499,-16.130947,7541.032
00102216,6.9602866,-19.40404,11820.843
00102292,10.35924,-17.145021,25688.867
00102308,8.426166,-16.879702,5487.03
00102628,11.646559,-14.506283,18198.293
00102803,2.3532896,-28.595224,18766.537
00103015,4.521909,-21.883968,1640.8757
00103053,8.193804,-18.513731,21337.416
00103066,2.8156545,-24.689667,4667.7827
00103350,10.361946,-16.965778,21262.947
00103618,8.975381,-17.656015,8654.033
00103663,4.2857714,-22.978546,990.02057
00103800,7.337226,-20.304594,6800.5845
00104036,3.48824,-22.506573,-164.57825
00105002,10.370211,-14.004597,10324.069
00105286,10.345049,-14.803419,9240.807
00106266,10.123923,-15.126991,8367.186
00106412,3.0515916,-19.993372,-286.67136
00106662,9.505793,-17.958939,8330.061
00106849,11.845647,-13.902124,11098.9
00106586,3.274573,-25.817818,4654.8667
00106839,6.2978253,-22.916662,9638.549
00106966,7.6388245,-21.326853,9547.821
00108843,9.928328,-18.451427,11386.848
00109628,11.763058,-14.539322,14513.47
00110969,4.0893216,-23.630945,3613.2727
00110990,10.30931,-15.23114,9172.417
00113151,8.073795,-18.011204,7016.178
00114295,1.6969144,-30.43602,18711.441
00116350,4.0767784,-27.505346,14038.288
00116893,10.770749,-16.230082,9928.222
00116946,11.575008,-14.938763,13186.039
00116163,10.908177,-14.838995,13821.647
00116364,6.1645007,-24.010126,17067.332
00116968,10.658201,-17.2616,16156.678
00118160,3.1549785,-27.503736,10143.677
00118698,3.5276105,-24.087164,1266.8921
00118811,4.5074234,-23.783705,3164.6946
00119283,10.734992,-16.221035,12426.38
00119634,9.506912,-21.255596,26645.152
00119656,8.611517,-19.373323,6287.409
00119969,5.1387095,-27.545147,20287.094
00120258,5.3808312,-21.463585,3546.7717
00121354,3.035704,-23.956285,7462.557
00121514,6.7780604,-20.99234,11425.331
00123166,4.068096,-24.39462,12753.621
00125192,4.17654,-24.410982,2288.7532
00128469,9.163389,-17.5215,9727.668
00128696,7.7100625,-21.903421,13793.859
00129632,3.4974942,-25.560936,8369.681
00131841,4.198797,-22.604633,5309.976
00131862,8.269804,-20.600561,22040.947
00133226,2.3364093,-28.01945,19815.234
00134941,9.323777,-18.117294,11613.8125
00136051,9.319726,-16.677021,10782.23
00136143,6.084851,-21.833601,10784.12
00136164,2.2877917,-34.509964,50686.445
00136235,10.813579,-14.342735,10631.946
00136263,3.7594094,-27.884773,18261.291
00136303,10.552515,-15.0072365,9857.179
00136334,3.3207219,-26.988958,11101.683
00136461,4.154112,-24.415695,4620.3647
00136822,11.10814,-16.468037,16223.858
00136026,4.170106,-23.440132,4513.7305
00136928,10.607707,-23.25436,52762.023
00138123,8.192015,-20.104136,22563.361
00139526,7.221305,-20.841816,5368.9185
00139846,9.465224,-18.49536,9937.668
00139861,10.9648695,-16.839575,9838.957
00140369,9.856442,-15.30006,9624.183
00140461,5.0455546,-23.49233,13074.923
00141949,6.7326894,-20.552383,8327.239
00142038,2.8843775,-25.06013,9273.349
00143360,9.591173,-16.6859,8473.827
00143516,10.875055,-14.599016,9812.9375
00143683,5.622442,-22.249023,5236.9517
00146005,3.086558,-24.55391,7970.7925
00146432,4.1750417,-25.026304,7127.9243
00146293,4.0431986,-25.759098,5647.2705
00146910,1.9826068,-33.2451,30099.137
00148640,9.756504,-18.593914,11432.515
00149164,9.208211,-17.9596,12894.788
00151153,9.2639065,-16.205254,8831.248
00151832,9.653116,-16.055151,8479.26
00152525,7.521926,-19.56236,7225.7666
00152884,6.6336317,-20.668154,8172.137
00153393,3.6808095,-23.434938,5372.584
00153454,6.5184383,-21.540937,10418.608
00154093,1.2967288,-31.73001,25210.105
00154192,6.4111733,-22.061275,13057.599
00154550,8.084523,-19.993198,13074.673
00154689,4.4109864,-23.375338,3128.5962
00154932,7.57807,-20.14419,9222.336
00154960,8.234422,-19.130354,7329.304
00155144,8.5245495,-18.41513,16055.872
00155168,2.8769274,-22.159555,3323.3945
00155182,8.533318,-18.708282,13235.421
00155533,3.3287988,-22.053366,5775.7837
00155694,9.841066,-16.756695,10304.27
00156448,3.9508812,-23.937246,4159.7363
00156493,7.1764307,-20.648092,6403.2812
00156509,8.797265,-17.689867,6680.136
00156568,5.17034,-22.97113,3863.5837
00156615,3.9509552,-24.03829,6912.2783
00156666,7.5482984,-19.729414,5616.499
00156346,6.890733,-21.165201,9958.341
00156919,9.872326,-17.316395,12427.7705
00158282,8.3075695,-20.64137,15093.94
00158565,4.165523,-22.958746,1950.8035
00158626,9.466585,-18.782589,16090.192
00158688,4.0051537,-26.508234,9183.626
00159135,2.8831482,-29.60928,25272.457
00159401,4.6058483,-22.951931,3296.7063
00159425,9.890289,-16.956894,9742.207
00160360,8.828261,-17.74722,11509.074
00160889,9.164221,-19.181458,26884.705
00161084,2.5118275,-23.108356,8941.808
00161152,2.9612954,-21.308863,6514.321
00161366,5.158823,-27.014975,40059.473
00161381,6.1816697,-21.410707,9074.215
00161404,7.7184086,-19.37749,10155.393
00161526,4.605294,-23.56637,6087.5137
00161541,7.6605215,-19.757893,12451.644
00162486,4.211266,-23.465527,4103.3374
00162555,7.1453586,-19.98492,7823.8135
00163590,2.1864996,-30.119751,23683.977
00163863,4.72732,-21.873661,2339.7473
00164252,9.491534,-17.18503,12608.396
00165560,4.4495883,-21.234121,1719.2351
00166188,4.097442,-23.665478,2052.9104
00166324,9.309664,-17.995222,16718.77
00166690,6.99087,-21.53563,7298.7847
00166805,5.015204,-23.783419,6032.9263
00166610,4.09689,-22.138014,5961.702
00169966,7.9701014,-22.056824,17040.145
00160016,4.579569,-21.81368,2786.8723
00160215,5.0544014,-21.929377,3033.8909
00160366,9.348194,-16.494205,9928.999
00160603,8.456201,-19.434614,19811.38
00160634,4.6067734,-21.109344,3935.1921
00160949,6.358949,-20.656744,6996.798
00161556,3.4503427,-22.664053,7324.138
00161868,8.458518,-17.388712,7836.4897
00161885,5.8381753,-20.947199,5333.3506
00161892,6.0153155,-20.890528,5386.0454
00162264,8.475584,-18.017004,7750.623
00162325,4.806044,-21.955126,2979.0818
00162523,4.331398,-22.727646,6848.2905
00163018,4.452386,-22.204042,2194.551
00163339,4.103241,-21.127235,1469.9857
00163360,7.961079,-19.13916,7921.587
00163445,8.566934,-18.863693,12843.794
00163452,4.4549417,-21.947796,3926.8342
00163604,7.8896527,-19.331728,8299.449
00165364,4.172131,-21.160341,1344.1713
00168143,8.436122,-18.452375,7011.6514
00180464,3.136495,-24.066349,11981.381
00180955,9.683885,-15.85759,10771.134
00181402,9.455833,-17.436811,14080.188
00183031,6.212858,-21.379498,8994.82
00183161,4.5064616,-24.738487,9987.399
00183468,8.976086,-17.676884,9827.458
00184182,2.4394698,-26.105267,15694.021
00184561,6.517631,-21.138365,7276.8306
00186339,8.208147,-18.710772,8814.022
00186299,4.4442873,-26.549517,21686.553
00186463,4.5987935,-22.56219,2801.5156
00188852,7.522711,-22.102219,13743.891
00190138,9.358689,-15.668512,9712.492
00190411,8.310999,-18.361725,8101.1846
00190459,8.607664,-17.428633,8456.725
00190695,4.240972,-20.954168,3329.723
00190686,5.1095924,-22.656096,11595.854
00190916,4.2916865,-18.177128,1836.3248
00191050,8.242947,-18.264614,8915.326
00191159,4.3147535,-22.487568,4412.116
00191265,7.1107917,-20.633213,13016.806
00191593,4.2901087,-19.516151,1285.6501
00192538,9.822047,-16.577326,11458.311
00194600,7.8480067,-20.954561,17734.373
00194668,5.20808,-23.512598,12554.87
00195058,8.649282,-17.721224,13995.073
00195062,3.4089267,-21.828968,5964.8975
00195195,6.106152,-22.213917,8195.2295
00195584,6.5011835,-21.402363,8543.406
00195651,9.165786,-17.934439,11466.81
00195812,8.8317175,-18.253752,8958.149
00196024,9.554113,-16.079023,8041.3286
00196093,2.6652222,-22.404861,7862.4297
00196215,6.9659038,-20.864038,10104.315
00196566,7.0874743,-24.812588,33615.824
00196666,7.999621,-20.08828,14001.111
00196663,7.655882,-20.00623,8893.554
00196634,9.650659,-17.13462,9008.388
00196665,7.86231,-19.467411,8206.041
00196895,7.260722,-20.33354,7104.128
00196006,8.746293,-17.611921,14755.536
00196038,9.167156,-16.367535,7171.339
00196669,9.134506,-17.948692,10719.661
00196946,4.409987,-21.760895,3954.9565
00196960,5.9583306,-23.522871,7758.4023
00198126,9.5955105,-16.925919,14849.263
00198653,4.669308,-24.901861,8069.9087
00199056,9.050368,-17.473274,9699.65
00199346,9.215083,-18.490446,13238.76
00199360,5.2131004,-24.80011,5895.63
00199384,4.3651304,-22.529398,2521.754
00199469,8.718468,-18.859533,7468.701
00199513,8.706835,-19.715128,11128.663
00199599,8.603542,-18.725105,7506.1836
00199612,8.026507,-20.541088,9321.213
00199810,7.324622,-22.887243,13197.18
00199995,9.28424,-19.2877,13259.53
00200066,3.5213113,-24.604498,4925.4204
00200356,8.027847,-18.369896,7887.269
00200813,4.186895,-23.633327,5241.8853
00201056,9.8159685,-15.89958,21239.455
00202190,9.769621,-16.681446,12580.207
00203639,8.278854,-18.631832,9304.096
00203838,6.1971073,-21.423517,7415.4746
00204040,9.156578,-16.6274,6676.2017
00204446,10.700325,-15.209383,10666.41
00204636,6.2660327,-21.398163,5114.395
00205115,4.405757,-24.383192,12960.526
00205206,10.740905,-13.947232,8592.338
00205504,10.765394,-15.671898,12485.803
00205689,4.0194945,-26.120394,12871.715
00205640,4.2376018,-26.34747,10564.037
00205825,11.540853,-14.740448,13720.043
00205863,11.441049,-14.691622,11620.04
00205894,7.038004,-22.252668,14042.47
00206655,7.535507,-20.10511,7215.15
00206669,10.75558,-15.365402,9979.1455
00206623,10.005027,-20.745651,31623.535
00206126,10.215828,-16.469473,24180.572
00208420,9.501613,-18.173323,9135.594
00210188,3.4274094,-25.027533,6304.299
00211069,3.7578304,-25.403229,14928.219
00211482,2.6341972,-22.031242,4759.0825
00211634,3.3080451,-22.857857,5627.885
00213301,1.5128913,-29.431372,22343.967
00214148,10.527576,-14.483959,12349.355
00214339,6.2678695,-21.201517,6772.378
00214544,10.265888,-17.660809,22130.6
00216449,5.959278,-22.14519,4082.0457
00216531,2.67704,-30.90264,22255.92
00216936,8.319835,-18.646898,6722.4053
00216293,6.3767614,-22.020561,5867.2466
00216361,11.2307,-15.579792,13435.142
00216538,3.2710397,-24.847227,4739.298
00218619,6.1356826,-22.771479,8196.956
00219044,3.2709017,-24.52698,3285.4285
00219259,5.5591416,-22.636095,4498.551
00219310,4.9579215,-25.03189,5861.9336
00219389,9.352178,-18.002338,12849.829
00219560,11.067596,-16.55093,10825.775
00219616,7.335052,-23.345732,22049.9
00219646,8.174481,-19.851198,7477.512
00220026,8.993939,-15.90004,9316.355
00220149,9.357169,-15.942759,9805.949
00220385,2.4901147,-18.68995,-740.1124
00220682,3.2080493,-23.932968,7877.283
00220636,5.7664247,-21.486216,6257.6016
00220828,3.233282,-21.213806,3818.3733
00220863,9.584805,-18.44457,26093.023
00221166,10.8751545,-13.892618,9843.363
00221610,4.5937376,-23.479479,5507.87
00222204,5.9659696,-21.473953,6552.814
00222609,4.084909,-23.060772,3550.7676
00225588,6.0930243,-21.568981,5217.292
00225660,8.859995,-19.948872,17494.121
00226663,11.176727,-15.237455,9905.44
00226919,3.167186,-22.969902,4034.372
00229593,3.0462534,-23.693817,3735.15
00230483,10.452261,-15.080282,11330.841
00232012,8.61549,-17.51316,11911.35
00232265,1.2237214,-22.905348,10551.444
00232333,9.00885,-19.164782,24589.861
00232494,6.676338,-20.25008,5492.52
00233262,8.042231,-19.899485,14326.701
00233484,8.40264,-18.386478,9018.449
00233606,8.055063,-19.836378,13192.712
00234466,10.401936,-16.128918,12394.517
00234664,9.174575,-17.77513,12676.728
00235228,6.3117027,-23.35208,29928.543
00235419,10.859877,-15.195572,14769.269
00235586,3.670212,-24.935507,4832.225
00235616,5.966811,-23.689398,16655.873
00235648,9.116298,-18.646906,15891.494
00236348,9.223891,-17.568035,10625.625
00236645,11.082999,-15.958981,16088.305
00236864,6.197105,-22.870247,10197.786
00236130,10.552334,-16.1153,14352.295
00236154,6.9470363,-20.885942,7444.7417
00238168,2.8106833,-27.0924,8949.911
00238243,3.7226245,-26.557734,8156.857
00238618,4.2857385,-25.409704,6358.22
00239448,10.851503,-15.882891,12054.018
00245456,3.93808,-23.942167,4220.571
00245524,3.114414,-20.140999,2227.5867
00246651,4.970161,-25.189806,12025.93
00248655,5.8664656,-22.711632,5207.4033
00248952,4.600258,-23.34915,2996.047
00249850,6.9922695,-22.281467,6775.315
00250245,8.284422,-18.24032,8503.755
00250860,4.614959,-20.44214,1651.7804
00251402,5.012597,-23.260983,5533.4023
00251426,8.192275,-18.869333,9879.947
00252898,9.616803,-15.986444,9581.462
00253093,10.196839,-15.578897,8321.584
00254669,2.8146594,-29.25443,23867.654
00255966,4.379291,-23.52251,3543.4785
00256254,9.565127,-17.440823,10549.385
00258066,10.6137705,-15.172319,11277.659
00258163,10.237647,-17.162693,16568.494
00258180,4.232075,-24.37018,4182.408
00258555,3.5428448,-26.566706,10053.017
00260091,9.642128,-16.299742,8919.035
00262026,5.118749,-22.396872,5552.4526
00265613,3.7042403,-26.17852,13307.084
00266444,5.873476,-23.566751,13130.677
00266960,8.315515,-19.535477,7658.0884
00268645,7.5436234,-20.283411,6351.3774
00269032,10.381646,-15.925308,9239.941
00269414,10.420866,-17.173,12849.576
00260083,6.829699,-21.294943,15399.313
00260212,5.348298,-21.877453,3229.273
00260236,9.118831,-17.34227,12913.435
00260600,4.5861487,-22.208475,8217.092
00260686,3.5908644,-21.804361,5739.5386
00261219,5.059784,-22.431284,2611.7659
00261622,8.184854,-18.861917,10610.731
00261836,6.56856,-20.583252,7714.511
00264999,10.399787,-15.382839,11807.23
00269024,3.1439145,-22.677065,5776.055
00281699,7.25749,-21.188118,23248.605
00284196,3.486981,-25.651606,9938.908
00285896,2.0414276,-25.878447,16181.988
00288606,4.836368,-24.654085,6762.047
00288835,4.527535,-25.049208,8225.7295
00289365,4.2136626,-23.343168,3354.2263
00289450,4.656777,-24.72864,7158.0522
00291216,4.6064377,-24.075527,8431.966
00291636,5.1485868,-23.353088,11849.09
00292306,7.176325,-20.598932,8602.4375
00292336,8.381878,-19.071001,12039.402
00292504,8.819043,-18.14718,9287.78
00293044,3.5677793,-25.593012,12849.674
00293303,8.167441,-19.240517,7308.9824
00293389,9.5368395,-16.867907,10001.332
00296106,4.7077208,-23.913635,6134.568
00296311,5.2073607,-24.692844,11313.7295
00298956,3.9099267,-23.536057,7263.514
00299893,7.890338,-20.01486,6246.345
00300285,10.562258,-15.254478,12316.247
00300650,3.400291,-23.308073,6248.7456
00300635,6.7967215,-20.432487,9396.448
00300696,9.054129,-16.83876,11344.363
00301404,11.161503,-14.961,14641.62
00302012,7.1917343,-19.727892,8151.29
00302135,9.854296,-16.279541,14685.122
00302646,10.693022,-15.599659,14278.252
00302814,11.52101,-14.032862,11050.587
00302845,3.469723,-22.05884,2133.341
00302890,4.202166,-23.124966,2143.6118
00303262,10.869388,-15.801033,15152.085
00303514,9.7298155,-17.230225,11607.555
00303606,3.491474,-26.12956,8985.957
00303668,5.4410157,-22.547255,7137.225
00303650,9.17093,-18.110525,14954.218
00303666,3.1257026,-22.191313,1367.7018
00303863,3.8028688,-21.869696,317.7682
00303880,4.3071303,-22.57604,835.8045
00303910,9.696094,-17.707304,17108.291
00304092,9.003186,-19.606293,27243.139
00304245,3.741488,-24.619593,3429.7017
00304464,10.156982,-16.60806,13054.342
00304528,6.972872,-22.996138,24550.387
00304695,2.1529922,-28.779488,14926.33
00304832,6.90593,-20.994102,9637.23
00305020,3.9669032,-24.740616,4467.455
00305166,9.328109,-17.133526,10224.504
00305211,4.049748,-25.050262,5232.5767
00305228,11.795093,-13.389883,13221.133
00305358,3.4052236,-23.206276,457.10004
00306996,10.395362,-15.83622,10460.349
00306444,11.345793,-15.305267,10704.365
00306451,10.379107,-16.71012,10650.731
00308359,10.144296,-16.756609,11612.88
00308363,9.475758,-18.03995,9738.534
00308410,11.300025,-16.643522,18315.123
00308462,10.743329,-16.328247,11727.255
00309448,12.045955,-14.202217,11049.3955
00309998,3.8195682,-26.990982,8302.514
00310918,8.116224,-19.04827,14430.516
00311021,3.8426034,-24.72288,6858.2026
00311662,4.7794685,-22.790104,4260.784
00311960,9.785538,-15.670416,8213.801
00312431,3.740273,-21.932434,2696.479
00312486,3.262568,-22.249264,1249.0688
00312653,4.309431,-24.652964,10632.105
00313223,3.8293579,-21.969145,1220.9064
00313246,10.921157,-14.509668,9187.942
00313406,7.5206494,-20.009453,6609.6704
00313490,3.328918,-24.695047,6698.9478
00313988,8.223514,-18.41242,10478.35
00315661,10.159761,-16.96592,14859.719
00315691,9.374376,-17.190905,8304.759
00316699,2.4052737,-27.12043,9540.8125
00318211,3.916476,-22.84373,1433.1583
00319613,12.043916,-14.832098,12433.877
00319829,9.928477,-18.922152,21478.3
00319850,7.9897666,-20.581743,6835.5576
00320046,8.482947,-17.533108,10837.477
00320626,9.674944,-16.3875,10259.0625
00321341,3.7499306,-24.553944,7730.9067
00321396,11.01341,-14.4775715,11381.006
00321433,2.4092796,-27.573198,16563.89
00321860,3.4911373,-24.15677,8830.931
00322010,6.348921,-21.540436,8478.989
00322156,4.63419,-23.569962,2989.6345
00322188,5.4710755,-22.640696,6166.7847
00322201,8.213882,-19.33849,11362.876
00322620,10.740447,-15.204451,10508.278
00322966,2.0429027,-29.199844,19287.28
00323369,2.1614327,-20.305008,841.59314
00325042,6.021358,-22.341516,6804.2856
00325301,5.0181594,-23.92523,3743.9932
00325929,11.649232,-14.209154,11326.095
00326001,7.5162234,-19.794361,5807.555
00326018,3.4434924,-24.908777,4705.577
